concept_name,concept_id,valid_start_date,invalid_reason,vocabulary_id,concept_code,concept_class_id,standar_concept,concept_name,domain_id,valid_end_date
prednisolone 2.5 MG Delayed Release Oral Tablet by DE,21070266,2017-08-24,,RxNorm Extension,OMOP392238,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by DE,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by A A H,21021120,2017-08-24,,RxNorm Extension,OMOP392249,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by A A H,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Approved Prescription,21070267,2017-08-24,,RxNorm Extension,OMOP392255,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Approved Prescription,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Alliance,21070268,2017-08-24,,RxNorm Extension,OMOP392258,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by TEVA,21138824,2017-08-24,,RxNorm Extension,OMOP392263,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by TEVA,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Actavis,21089690,2017-08-24,,RxNorm Extension,OMOP392271,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Dowelhurst,21070269,2017-08-24,,RxNorm Extension,OMOP392279,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Dowelhurst,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Almus,21138825,2017-08-24,,RxNorm Extension,OMOP392286,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Almus,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28,21158612,2017-08-24,,RxNorm Extension,OMOP392293,Clinical Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Kent,21119143,2017-08-24,,RxNorm Extension,OMOP392299,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Kent,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Sigma-Tau,21138826,2017-08-24,,RxNorm Extension,OMOP392307,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Sigma-Tau,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Alliance,21070270,2017-08-24,,RxNorm Extension,OMOP392316,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Waymade,21119144,2017-08-24,,RxNorm Extension,OMOP392322,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Waymade,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by DE,21099605,2017-08-24,,RxNorm Extension,OMOP392330,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by DE,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by A A H,21070271,2017-08-24,,RxNorm Extension,OMOP392338,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by A A H,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by TEVA,21168415,2017-08-24,,RxNorm Extension,OMOP392348,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by TEVA,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Actavis,21040713,2017-08-24,,RxNorm Extension,OMOP392359,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Actavis,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Dowelhurst,21079970,2017-08-24,,RxNorm Extension,OMOP392369,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Dowelhurst,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Almus,21030829,2017-08-24,,RxNorm Extension,OMOP392380,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Almus,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30,21109443,2017-08-24,,RxNorm Extension,OMOP392388,Clinical Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Labs,21030830,2017-08-24,,RxNorm Extension,OMOP392399,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Labs,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by DE,21109444,2017-08-24,,RxNorm Extension,OMOP392421,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by DE,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by A A H,21168416,2017-08-24,,RxNorm Extension,OMOP392432,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by A A H,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Alliance,21070272,2017-08-24,,RxNorm Extension,OMOP392440,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by TEVA,21060305,2017-08-24,,RxNorm Extension,OMOP392448,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by TEVA,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Actavis,21030831,2017-08-24,,RxNorm Extension,OMOP392457,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Actavis,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100,21040714,2017-08-24,,RxNorm Extension,OMOP392468,Clinical Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by Kent,21070273,2017-08-24,,RxNorm Extension,OMOP392477,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by Kent,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by A A H,21148672,2017-08-24,,RxNorm Extension,OMOP392489,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by A A H,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by Alliance,21168417,2017-08-24,,RxNorm Extension,OMOP392494,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by Actavis,21070274,2017-08-24,,RxNorm Extension,OMOP392505,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 100 by Actavis,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500,21089691,2017-08-24,,RxNorm Extension,OMOP392515,Clinical Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500 by A A H,21138827,2017-08-24,,RxNorm Extension,OMOP392524,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500 by A A H,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500 by Approved Prescription,21021121,2017-08-24,,RxNorm Extension,OMOP392531,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 500 by Approved Prescription,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril],21079971,2017-08-24,,RxNorm Extension,OMOP392540,Branded Drug,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril],Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] by Alliance,21089692,2017-08-24,,RxNorm Extension,OMOP392550,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30,21040715,2017-08-24,,RxNorm Extension,OMOP392558,Branded Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30 by Alliance,21158613,2017-08-24,,RxNorm Extension,OMOP392567,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 30 by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100,21079972,2017-08-24,,RxNorm Extension,OMOP392576,Branded Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100 by Alliance,21109445,2017-08-24,,RxNorm Extension,OMOP392586,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Deltacortril] Box of 100 by Alliance,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort],21079973,2017-08-24,,RxNorm Extension,OMOP392596,Branded Drug,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort],Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] by Auden Mckenzie,21040716,2017-08-24,,RxNorm Extension,OMOP392607,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] by Auden Mckenzie,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28,21128925,2017-08-24,,RxNorm Extension,OMOP392616,Branded Drug Box,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Auden Mckenzie,21109446,2017-08-24,,RxNorm Extension,OMOP392627,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Auden Mckenzie,Drug,2099-12-31
prednisolone 25 MG Oral Tablet by Phoenix Healthcare Distribution,40749971,2018-06-04,,RxNorm Extension,OMOP4707740,Marketed Product,S,prednisolone 25 MG Oral Tablet by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 25 MG Oral Tablet Box of 56 by Phoenix Healthcare Distribution,40749970,2018-06-04,,RxNorm Extension,OMOP4707741,Marketed Product,S,prednisolone 25 MG Oral Tablet Box of 56 by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Sigma,40749560,2018-06-04,,RxNorm Extension,OMOP4707748,Marketed Product,S,prednisolone 1 MG Oral Tablet by Sigma,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Strides Shasun,40749559,2018-06-04,,RxNorm Extension,OMOP4707749,Marketed Product,S,prednisolone 1 MG Oral Tablet by Strides Shasun,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Genesis,40749558,2018-06-04,,RxNorm Extension,OMOP4707750,Marketed Product,S,prednisolone 1 MG Oral Tablet by Genesis,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Strides Shasun,40749557,2018-06-04,,RxNorm Extension,OMOP4707751,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Strides Shasun,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 28 by Genesis,40749556,2018-06-04,,RxNorm Extension,OMOP4707752,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 28 by Genesis,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 30 by Alliance,40749555,2018-06-04,,RxNorm Extension,OMOP4707753,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 30 by Alliance,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 30 by A A H,40749554,2018-06-04,,RxNorm Extension,OMOP4707754,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 30 by A A H,Drug,2099-12-31
prednisolone 1 MG Oral Tablet Box of 100 by Sigma,40749553,2018-06-04,,RxNorm Extension,OMOP4707755,Marketed Product,S,prednisolone 1 MG Oral Tablet Box of 100 by Sigma,Drug,2099-12-31
prednisolone 10 MG Oral Tablet by A A H,40749550,2018-06-04,,RxNorm Extension,OMOP4707758,Marketed Product,S,prednisolone 10 MG Oral Tablet by A A H,Drug,2099-12-31
prednisolone 10 MG Oral Tablet by Actavis,40749549,2018-06-04,,RxNorm Extension,OMOP4707759,Marketed Product,S,prednisolone 10 MG Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 28,40749548,2018-06-04,,RxNorm Extension,OMOP4707760,Clinical Drug Box,S,prednisolone 10 MG Oral Tablet Box of 28,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 28 by A A H,40749547,2018-06-04,,RxNorm Extension,OMOP4707761,Marketed Product,S,prednisolone 10 MG Oral Tablet Box of 28 by A A H,Drug,2099-12-31
prednisolone 10 MG Oral Tablet Box of 28 by Actavis,40749546,2018-06-04,,RxNorm Extension,OMOP4707762,Marketed Product,S,prednisolone 10 MG Oral Tablet Box of 28 by Actavis,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Sigma,40749493,2018-06-04,,RxNorm Extension,OMOP4707777,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Sigma,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution,40749492,2018-06-04,,RxNorm Extension,OMOP4707778,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Sigma,40749491,2018-06-04,,RxNorm Extension,OMOP4707779,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 28 by Sigma,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Healthcare Distribution,40749490,2018-06-04,,RxNorm Extension,OMOP4707780,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] by Crescent,40749489,2018-06-04,,RxNorm Extension,OMOP4707781,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] by Crescent,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] by TEVA,40749488,2018-06-04,,RxNorm Extension,OMOP4707782,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] by TEVA,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Crescent,40749487,2018-06-04,,RxNorm Extension,OMOP4707783,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Crescent,Drug,2099-12-31
prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by TEVA,40749486,2018-06-04,,RxNorm Extension,OMOP4707784,Marketed Product,S,prednisolone 2.5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by TEVA,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Sigma,40749467,2018-06-04,,RxNorm Extension,OMOP4707802,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Sigma,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution,40749466,2018-06-04,,RxNorm Extension,OMOP4707803,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet by Bristol Labs,40749465,2018-06-04,,RxNorm Extension,OMOP4707804,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet by Bristol Labs,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Sigma,40749464,2018-06-04,,RxNorm Extension,OMOP4707805,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Sigma,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Bristol Labs,40749463,2018-06-04,,RxNorm Extension,OMOP4707806,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 28 by Bristol Labs,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Healthcare Distribution,40749462,2018-06-04,,RxNorm Extension,OMOP4707807,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet Box of 30 by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] by Crescent,40749461,2018-06-04,,RxNorm Extension,OMOP4707808,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] by Crescent,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] by TEVA,40749460,2018-06-04,,RxNorm Extension,OMOP4707809,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] by TEVA,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Crescent,40749459,2018-06-04,,RxNorm Extension,OMOP4707810,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by Crescent,Drug,2099-12-31
prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by TEVA,40749458,2018-06-04,,RxNorm Extension,OMOP4707811,Marketed Product,S,prednisolone 5 MG Delayed Release Oral Tablet [Dilacort] Box of 28 by TEVA,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Sigma,40749457,2018-06-04,,RxNorm Extension,OMOP4707812,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Sigma,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Phoenix Labs,40749456,2018-06-04,,RxNorm Extension,OMOP4707813,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet by Actavis,40749455,2018-06-04,,RxNorm Extension,OMOP4707814,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet by Actavis,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Sigma,40749454,2018-06-04,,RxNorm Extension,OMOP4707815,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Sigma,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Phoenix Labs,40749453,2018-06-04,,RxNorm Extension,OMOP4707816,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Actavis,40749452,2018-06-04,,RxNorm Extension,OMOP4707817,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 30 by Actavis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Sigma,40749449,2018-06-04,,RxNorm Extension,OMOP4707820,Marketed Product,S,prednisolone 5 MG Oral Tablet by Sigma,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Phoenix Healthcare Distribution,40749448,2018-06-04,,RxNorm Extension,OMOP4707821,Marketed Product,S,prednisolone 5 MG Oral Tablet by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Strides Shasun,40749447,2018-06-04,,RxNorm Extension,OMOP4707822,Marketed Product,S,prednisolone 5 MG Oral Tablet by Strides Shasun,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Focus,40749446,2018-06-04,,RxNorm Extension,OMOP4707823,Marketed Product,S,prednisolone 5 MG Oral Tablet by Focus,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Sovereign,40749445,2018-06-04,,RxNorm Extension,OMOP4707824,Marketed Product,S,prednisolone 5 MG Oral Tablet by Sovereign,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by Genesis,40749444,2018-06-04,,RxNorm Extension,OMOP4707825,Marketed Product,S,prednisolone 5 MG Oral Tablet by Genesis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet by AMCo,40749443,2018-06-04,,RxNorm Extension,OMOP4707826,Marketed Product,S,prednisolone 5 MG Oral Tablet by AMCo,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Phoenix Healthcare Distribution,40749442,2018-06-04,,RxNorm Extension,OMOP4707827,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Phoenix Healthcare Distribution,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Strides Shasun,40749441,2018-06-04,,RxNorm Extension,OMOP4707828,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Strides Shasun,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 28 by Genesis,40749440,2018-06-04,,RxNorm Extension,OMOP4707829,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 28 by Genesis,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by Sigma,40749439,2018-06-04,,RxNorm Extension,OMOP4707830,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by Sigma,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by Focus,40749438,2018-06-04,,RxNorm Extension,OMOP4707831,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by Focus,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by Sovereign,40749437,2018-06-04,,RxNorm Extension,OMOP4707832,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by Sovereign,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by Alliance,40749436,2018-06-04,,RxNorm Extension,OMOP4707833,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by Alliance,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by A A H,40749435,2018-06-04,,RxNorm Extension,OMOP4707834,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by A A H,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by DE,40749434,2018-06-04,,RxNorm Extension,OMOP4707835,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by DE,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by Phoenix Labs,40749433,2018-06-04,,RxNorm Extension,OMOP4707836,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by Phoenix Labs,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by AMCo,40749432,2018-06-04,,RxNorm Extension,OMOP4707837,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by AMCo,Drug,2099-12-31
prednisolone 5 MG Oral Tablet Box of 30 by Actavis,40749431,2018-06-04,,RxNorm Extension,OMOP4707838,Marketed Product,S,prednisolone 5 MG Oral Tablet Box of 30 by Actavis,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet Box of 50,43201183,2017-08-24,,RxNorm Extension,OMOP449791,Clinical Drug Box,S,prednisolone 5 MG Disintegrating Oral Tablet Box of 50,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED],43157291,2017-08-24,,RxNorm Extension,OMOP449792,Branded Drug,S,prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED],Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 30,43168162,2017-08-24,,RxNorm Extension,OMOP449793,Branded Drug Box,S,prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 30,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 30 by Sanofi,43201184,2017-08-24,,RxNorm Extension,OMOP449794,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 30 by Sanofi,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 50,43211978,2017-08-24,,RxNorm Extension,OMOP449795,Branded Drug Box,S,prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 50,Drug,2099-12-31
prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 50 by Sanofi,43211979,2017-08-24,,RxNorm Extension,OMOP449796,Marketed Product,S,prednisolone 5 MG Disintegrating Oral Tablet [SOLUPRED] Box of 50 by Sanofi,Drug,2099-12-31
prednisolone 1 MG Oral Tablet by Mibe,43600466,2017-08-24,,RxNorm Extension,OMOP880478,Marketed Product,S,prednisolone 1 MG Oral Tablet by Mibe,Drug,2099-12-31
prednisolone 1 MG Oral Tablet [Decortin] by Merck,43852578,2017-08-24,,RxNorm Extension,OMOP880500,Marketed Product,S,prednisolone 1 MG Oral Tablet [Decortin] by Merck,Drug,2099-12-31
prednisolone 10 MG Oral Tablet by Mibe,43708482,2017-08-24,,RxNorm Extension,OMOP880602,Marketed Product,S,prednisolone 10 MG Oral Tablet by Mibe,Drug,2099-12-31
prednisolone 10 MG Oral Tablet by Galen,43690612,2017-08-24,,RxNorm Extension,OMOP880613,Marketed Product,S,prednisolone 10 MG Oral Tablet by Galen,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Dura],43654649,2017-08-24,,RxNorm Extension,OMOP880624,Branded Drug,S,prednisolone 10 MG Oral Tablet [Prednisolon Dura],Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Dura] by Mylan,43672763,2017-08-24,,RxNorm Extension,OMOP880635,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Dura] by Mylan,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Stada],43600467,2017-08-24,,RxNorm Extension,OMOP880646,Branded Drug,S,prednisolone 10 MG Oral Tablet [Prednisolon Stada],Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Stada] by Stada,43798368,2017-08-24,,RxNorm Extension,OMOP880657,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Stada] by Stada,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Acis],43834625,2017-08-24,,RxNorm Extension,OMOP880668,Branded Drug,S,prednisolone 10 MG Oral Tablet [Prednisolon Acis],Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Acis] by Acis,43834626,2017-08-24,,RxNorm Extension,OMOP880679,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Acis] by Acis,Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Al],43690613,2017-08-24,,RxNorm Extension,OMOP880690,Branded Drug,S,prednisolone 10 MG Oral Tablet [Prednisolon Al],Drug,2099-12-31
prednisolone 10 MG Oral Tablet [Prednisolon Al] by Aliud,43708483,2017-08-24,,RxNorm Extension,OMOP880701,Marketed Product,S,prednisolone 10 MG Oral Tablet [Prednisolon Al] by Aliud,Drug,2099-12-31
